1.3963e-05,0
4.49794e-06,9.37576e-09
4.99771e-07,3.60183e-08
1.55133e-05,7.77824e-08
9.17946e-08,1.32632e-07
1.99908e-06,1.98649e-07
2.94763e-06,2.74024e-07
2.61105e-06,3.56001e-07
2.54985e-07,4.41721e-07
4.99771e-07,5.29579e-07
9.17946e-06,6.18324e-07
1.7237e-06,7.07005e-07
1.01994e-08,7.94955e-07
1.46871e-06,8.81765e-07
1.23413e-06,9.6725e-07
6.52762e-07,1.05145e-06
1.7237e-06,1.13456e-06
8.26152e-07,1.217e-06
1.23413e-06,1.29929e-06
3.68199e-06,1.38213e-06
2.61105e-06,1.46636e-06
7.43537e-06,1.55295e-06
2.94763e-06,1.643e-06
0,1.73465e-06
4.99771e-07,1.82037e-06
2.61105e-06,1.90366e-06
4.07976e-06,1.98859e-06
1.47279e-05,2.07885e-06
6.52762e-07,2.17763e-06
1.99908e-06,2.28759e-06
5.39549e-06,2.41082e-06
5.87486e-06,2.54872e-06
2.61105e-06,2.70195e-06
4.07976e-06,2.87027e-06
4.07976e-06,3.05243e-06
1.47279e-05,3.24596e-06
4.07976e-08,3.44701e-06
4.49794e-06,3.65019e-06
8.26152e-07,3.84843e-06
2.54985e-07,4.03287e-06
2.94763e-06,4.19296e-06
1.01994e-08,4.31652e-06
1.46871e-06,4.39013e-06
1.3963e-05,4.39959e-06
1.17905e-05,4.33083e-06
2.54985e-07,4.18761e-06
9.17946e-06,4.00114e-06
2.54985e-07,3.78098e-06
4.49794e-06,3.53596e-06
4.99771e-07,3.27463e-06
5.39549e-06,3.00498e-06
1.7237e-06,2.73435e-06
1.6319e-07,2.46921e-06
6.52762e-07,2.21512e-06
2.54985e-07,1.97668e-06
6.52762e-07,1.75749e-06
4.49794e-06,1.56024e-06
7.99633e-06,1.38678e-06
4.07976e-08,1.23822e-06
1.6319e-07,1.11514e-06
1.32184e-05,1.0178e-06
1.32184e-05,9.46387e-07
1.01994e-06,9.0136e-07
2.61105e-06,8.83787e-07
2.94763e-06,8.91488e-07
4.07976e-08,9.11996e-07
2.29487e-06,9.33525e-07
4.07976e-08,9.46828e-07
1.46871e-06,9.45471e-07
3.30461e-06,9.26282e-07
9.17946e-08,8.89576e-07
2.15819e-05,8.39038e-07
4.07976e-06,7.81186e-07
1.99908e-06,7.24272e-07
1.99908e-06,6.62117e-07
8.26152e-07,5.90067e-07
9.17946e-08,5.10358e-07
1.79918e-05,4.25826e-07
1.23413e-06,3.39807e-07
2.44888e-05,2.55998e-07
4.99771e-07,1.77905e-07
0,1.1008e-07
1.6319e-07,5.83153e-08
4.07976e-08,2.47842e-08
8.26152e-07,7.19327e-09
8.5777e-06,6.32206e-10
2.94763e-06,2.66803e-10
5.87486e-06,1.67057e-09
9.17946e-08,3.02668e-09
8.26152e-07,3.55013e-09
1.01994e-08,3.09601e-09
0,2.01298e-09
3.30461e-06,8.45788e-10
1.7237e-06,6.33924e-11
7.43537e-06,1.55239e-10
4.30925e-05,8.74227e-10
1.99908e-06,2.31824e-09
3.67179e-07,5.10365e-09
1.11072e-05,9.63417e-09
4.49794e-06,1.61438e-08
3.68199e-06,2.4398e-08
3.67179e-07,3.41392e-08
1.6319e-07,4.53315e-08
1.7237e-06,5.78932e-08
1.79918e-05,7.17388e-08
8.5777e-06,8.67826e-08
1.79918e-05,1.01843e-07
8.26152e-07,1.10054e-07
4.99771e-07,1.09882e-07
1.99908e-06,1.01794e-07
1.17905e-05,8.7117e-08
9.17946e-08,6.78709e-08
0,4.66031e-08
6.52762e-07,2.62339e-08
2.54985e-07,9.91017e-09
1.01994e-08,8.63004e-10
1.01994e-08,2.2825e-09
2.94763e-06,1.7194e-08
4.07976e-08,4.83481e-08
5.87486e-06,9.81185e-08
3.67179e-07,1.68421e-07
4.99771e-07,2.60623e-07
2.94763e-06,3.75488e-07
1.23413e-06,5.10374e-07
2.54985e-07,6.48035e-07
9.80163e-06,7.79866e-07
1.6319e-05,9.00024e-07
8.26152e-07,1.00376e-06
5.87486e-06,1.08744e-06
1.88587e-05,1.14856e-06
1.11072e-05,1.18568e-06
1.11072e-05,1.19844e-06
1.32184e-05,1.18743e-06
1.24943e-05,1.15409e-06
5.87486e-06,1.10066e-06
6.52762e-07,1.02998e-06
6.52762e-07,9.45373e-07
1.01994e-08,8.50494e-07
4.99771e-07,7.49155e-07
4.99771e-07,6.45174e-07
4.30925e-05,5.42998e-07
2.61105e-06,4.48864e-07
7.43537e-06,3.64251e-07
1.6319e-07,2.89579e-07
3.67179e-05,2.2483e-07
3.30461e-06,1.69648e-07
1.6319e-07,1.23466e-07
2.61105e-06,8.55971e-08
7.99633e-06,5.51684e-08
1.7237e-06,3.13197e-08
6.52762e-07,1.46213e-08
6.37463e-06,4.69122e-09
6.52762e-07,4.24489e-10
6.52762e-07,5.15707e-10
6.37463e-06,3.87763e-09
